Driver,Team,QualiPosition,QualiLap,AvgLapTime (s),RacePosition,TotalRaceTime_s,Seat,Round,Circuit,TrackTemp,Rainfall,DriverMomentum,Quali_form,Race_form,DNF
ALO,AstonMartin,6.0,71.586,76.624344262,7.0,5523.66,AstonMartin_1,10,Montréal,49.25329341317366,True,5.666666666666667,8.45,9.88888888888889,0
ANT,Mercedes,4.0,71.391,75.627435483,3.0,5513.702,Mercedes_1,10,Montréal,49.25329341317366,True,7.0,6.0,6.35,0
BEA,Haas,14.0,72.306,77.11575,11.0,5516.405,Haas_2,10,Montréal,49.25329341317366,True,-1.6666666666666667,15.35,12.05,0
BOR,KickSauber,16.0,72.385,77.299183333,14.0,5520.567,KickSauber_2,10,Montréal,49.25329341317366,True,0.6666666666666666,16.0,15.05,0
COL,Alpine,12.0,72.142,77.349903225,13.0,5519.706,Alpine_2,10,Montréal,49.25329341317366,True,-3.333333333333333,14.25,13.625,0
GAS,Alpine,20.0,72.667,77.356451612,15.0,5520.638,Alpine_1,10,Montréal,49.25329341317366,True,1.6666666666666667,16.2,14.166666666666668,0
HAD,RacingBulls,9.0,71.867,77.337983606,16.0,5521.425,RacingBulls_2,10,Montréal,49.25329341317366,True,-0.6666666666666666,9.25,13.055555555555555,0
HAM,Ferrari,5.0,71.526,76.216442622,6.0,5523.401,Ferrari_2,10,Montréal,49.25329341317366,True,-2.0,6.25,6.85,0
HUL,KickSauber,13.0,72.183,76.881548387,8.0,5528.052,KickSauber_1,10,Montréal,49.25329341317366,True,-4.333333333333333,14.2,10.4,0
LAW,RacingBulls,19.0,72.525,77.728346938,19.0,,RacingBulls_1,10,Montréal,49.25329341317366,True,-1.6666666666666667,17.15,16.55,1
LEC,Ferrari,8.0,71.626,75.952730158,5.0,5516.13,Ferrari_1,10,Montréal,49.25329341317366,True,-3.0,7.0,5.5,0
NOR,McLaren,7.0,71.599,75.681079365,18.0,,McLaren_1,10,Montréal,49.25329341317366,True,-0.6666666666666666,5.4,10.85,1
OCO,Haas,15.0,72.378,77.0445,9.0,5514.161,Haas_1,10,Montréal,49.25329341317366,True,0.0,14.9,10.6,0
PIA,McLaren,3.0,71.12,75.641177419,4.0,5514.7970000000005,McLaren_2,10,Montréal,49.25329341317366,True,0.6666666666666666,2.55,3.35,0
RUS,Mercedes,1.0,70.899,75.627349206,1.0,5512.688,Mercedes_2,10,Montréal,49.25329341317366,True,0.3333333333333333,2.65,2.7,0
SAI,Williams,17.0,72.398,77.038885245,10.0,5514.5740000000005,Williams_2,10,Montréal,49.25329341317366,True,-1.0,13.95,10.666666666666668,0
STR,AstonMartin,18.0,72.517,76.897728813,17.0,5521.751,AstonMartin_2,10,Montréal,49.25329341317366,True,1.5,17.0,15.77777777777778,0
TSU,RedBullRacing,11.0,72.102,77.278885245,12.0,5518.144,RedBullRacing_2,10,Montréal,49.25329341317366,True,-4.0,11.5,12.166666666666668,0
VER,RedBullRacing,2.0,71.059,75.653269841,2.0,5512.916,RedBullRacing_1,10,Montréal,49.25329341317366,True,1.6666666666666667,2.45,2.8,0
ALB,Williams,12.0,65.143,71.197444444,17.0,,Williams_1,11,Spielberg,49.1664596273292,False,5.666666666666667,10.90909090909091,13.818181818181818,1
ALO,AstonMartin,11.0,65.128,70.979460317,7.0,5029.13,AstonMartin_1,11,Spielberg,49.1664596273292,False,4.0,10.954545454545451,9.6,0
ANT,Mercedes,9.0,65.052,,,,Mercedes_1,11,Spielberg,49.1664596273292,False,4.666666666666667,8.545454545454547,8.545454545454547,1
BEA,Haas,15.0,65.218,71.021683333,11.0,5052.5470000000005,Haas_2,11,Spielberg,49.1664596273292,False,-2.0,15.772727272727272,11.954545454545451,0
BOR,KickSauber,8.0,64.846,70.685596774,8.0,5029.645,KickSauber_2,11,Spielberg,49.1664596273292,False,-1.3333333333333333,11.636363636363637,11.681818181818182,0
COL,Alpine,14.0,65.278,71.040172413,15.0,5070.385,Alpine_2,11,Spielberg,49.1664596273292,False,-3.333333333333333,15.0,14.7,0
GAS,Alpine,10.0,64.846,71.10935,13.0,5060.7480000000005,Alpine_1,11,Spielberg,49.1664596273292,False,-1.0,11.09090909090909,13.15,0
HAD,RacingBulls,13.0,65.063,71.330145161,12.0,5055.650000000001,RacingBulls_2,11,Spielberg,49.1664596273292,False,1.6666666666666667,11.40909090909091,11.15,0
HAM,Ferrari,4.0,64.582,70.122253968,4.0,5056.713000000001,Ferrari_2,11,Spielberg,49.1664596273292,False,1.0,5.590909090909091,5.681818181818182,0
HUL,KickSauber,20.0,65.606,70.780887096,9.0,5035.4130000000005,KickSauber_1,11,Spielberg,49.1664596273292,False,-4.333333333333333,17.90909090909091,10.727272727272728,0
LAW,RacingBulls,6.0,64.926,70.878587301,6.0,5095.447,RacingBulls_1,11,Spielberg,49.1664596273292,False,-1.0,10.227272727272728,9.681818181818182,0
LEC,Ferrari,2.0,64.492,69.94515873,3.0,5047.513,Ferrari_1,11,Spielberg,49.1664596273292,False,-2.333333333333333,3.8181818181818175,4.363636363636363,0
NOR,McLaren,1.0,63.971,69.674761904,1.0,5027.693,McLaren_1,11,Spielberg,49.1664596273292,False,3.6666666666666665,2.2727272727272725,2.2272727272727275,0
OCO,Haas,17.0,65.364,70.79082258,10.0,5037.679,Haas_1,11,Spielberg,49.1664596273292,False,-2.6666666666666665,16.0,11.0,0
PIA,McLaren,3.0,64.554,69.700555555,2.0,5030.388,McLaren_2,11,Spielberg,49.1664596273292,False,0.3333333333333333,2.590909090909091,2.3181818181818183,0
RUS,Mercedes,5.0,64.763,70.598841269,5.0,5090.089,Mercedes_2,11,Spielberg,49.1664596273292,False,-1.0,4.681818181818182,4.727272727272727,0
SAI,Williams,19.0,65.582,,,,Williams_2,11,Spielberg,49.1664596273292,False,-4.0,15.318181818181818,15.318181818181818,0
STR,AstonMartin,16.0,65.329,70.952754385,14.0,5062.155000000001,AstonMartin_2,11,Spielberg,49.1664596273292,False,-2.5,16.0,14.25,0
TSU,RedBullRacing,18.0,65.369,70.988267857,16.0,5030.6720000000005,RedBullRacing_2,11,Spielberg,49.1664596273292,False,-0.3333333333333333,15.272727272727272,14.35,0
VER,RedBullRacing,7.0,64.836,,,,RedBullRacing_1,11,Spielberg,49.1664596273292,False,2.0,5.136363636363637,5.136363636363637,1
ALB,Williams,14.0,85.889,91.668888888,8.0,5899.87,Williams_1,12,Silverstone,23.578709677419354,True,7.666666666666667,12.083333333333332,9.208333333333332,0
ALO,AstonMartin,9.0,85.593,91.758666666,9.0,5901.593,AstonMartin_1,12,Silverstone,23.578709677419354,True,-1.3333333333333333,9.875,10.454545454545451,0
ANT,Mercedes,7.0,85.374,,,,Mercedes_1,12,Silverstone,23.578709677419354,True,5.5,7.5,7.5,1
BEA,Haas,8.0,85.471,92.194444444,11.0,5907.83,Haas_2,12,Silverstone,23.578709677419354,True,-1.6666666666666667,11.916666666666668,11.875,0
BOR,KickSauber,17.0,86.446,,,,KickSauber_2,12,Silverstone,23.578709677419354,True,-0.6666666666666666,16.208333333333332,16.208333333333332,1
COL,Alpine,20.0,87.06,,,,Alpine_2,12,Silverstone,23.578709677419354,True,-0.6666666666666666,18.333333333333336,18.333333333333336,0
GAS,Alpine,10.0,85.711,91.768,6.0,5895.592,Alpine_1,12,Silverstone,23.578709677419354,True,-0.6666666666666666,11.0,9.318181818181818,0
HAD,RacingBulls,13.0,85.864,,,,RacingBulls_2,12,Silverstone,23.578709677419354,True,1.3333333333333333,11.541666666666668,11.541666666666668,1
HAM,Ferrari,5.0,85.084,91.905555555,4.0,5875.547,Ferrari_2,12,Silverstone,23.578709677419354,True,0.6666666666666666,6.0,5.541666666666666,0
HUL,KickSauber,19.0,86.574,91.7835,3.0,5870.477,KickSauber_1,12,Silverstone,23.578709677419354,True,-9.0,17.541666666666664,7.333333333333333,0
LAW,RacingBulls,16.0,86.44,,,,RacingBulls_1,12,Silverstone,23.578709677419354,True,-0.6666666666666666,15.291666666666668,15.291666666666668,1
LEC,Ferrari,6.0,85.121,91.672625,14.0,5920.212,Ferrari_1,12,Silverstone,23.578709677419354,True,-2.0,5.833333333333334,10.208333333333334,0
NOR,McLaren,3.0,85.01,90.380142857,1.0,5835.735,McLaren_1,12,Silverstone,23.578709677419354,True,3.6666666666666665,3.25,2.125,0
OCO,Haas,15.0,85.95,91.436125,13.0,5913.036,Haas_1,12,Silverstone,23.578709677419354,True,-4.666666666666667,15.0,12.541666666666668,0
PIA,McLaren,2.0,84.995,91.192625,2.0,5842.547,McLaren_2,12,Silverstone,23.578709677419354,True,0.0,2.083333333333333,2.291666666666667,0
RUS,Mercedes,4.0,85.029,91.767625,10.0,5906.409,Mercedes_2,12,Silverstone,23.578709677419354,True,0.0,4.166666666666666,7.458333333333334,0
SAI,Williams,11.0,85.746,91.8835,12.0,5912.326999999999,Williams_2,12,Silverstone,23.578709677419354,True,-5.5,11.291666666666668,11.7,0
STR,AstonMartin,18.0,86.504,92.957125,7.0,5896.338,AstonMartin_2,12,Silverstone,23.578709677419354,True,-1.5,17.083333333333336,10.40909090909091,0
TSU,RedBullRacing,12.0,85.826,92.203,15.0,5867.985,RedBullRacing_2,12,Silverstone,23.578709677419354,True,-2.6666666666666665,12.25,13.954545454545451,0
VER,RedBullRacing,1.0,84.892,91.920888888,5.0,5892.516,RedBullRacing_1,12,Silverstone,23.578709677419354,True,3.5,2.041666666666667,4.363636363636363,0
ALB,Williams,5.0,101.201,107.404806451,6.0,5162.527,Williams_1,13,Spa-Francorchamps,24.09013452914799,True,3.0,7.384615384615385,8.038461538461538,0
ALO,AstonMartin,19.0,102.385,107.785821428,17.0,5210.525,AstonMartin_1,13,Spa-Francorchamps,24.09013452914799,True,-1.0,15.192307692307692,14.666666666666668,0
ANT,Mercedes,18.0,102.139,107.741448275,16.0,5209.322,Mercedes_1,13,Spa-Francorchamps,24.09013452914799,True,-1.0,13.384615384615383,13.136363636363637,0
BEA,Haas,12.0,101.617,107.910566666,11.0,5195.746,Haas_2,13,Spa-Francorchamps,24.09013452914799,True,-1.3333333333333333,13.76923076923077,11.807692307692308,0
BOR,KickSauber,10.0,101.336,107.678419354,9.0,5179.035,KickSauber_2,13,Spa-Francorchamps,24.09013452914799,True,-1.0,12.5,11.916666666666668,0
COL,Alpine,17.0,102.022,108.073172413,19.0,5217.851,Alpine_2,13,Spa-Francorchamps,24.09013452914799,True,1.0,16.857142857142858,17.083333333333332,0
GAS,Alpine,13.0,101.633,108.14648387,10.0,5195.315,Alpine_1,13,Spa-Francorchamps,24.09013452914799,True,-2.0,12.538461538461538,11.208333333333332,0
HAD,RacingBulls,8.0,101.281,108.690777777,20.0,5135.543,RacingBulls_2,13,Spa-Francorchamps,24.09013452914799,True,3.0,8.961538461538462,15.59090909090909,0
HAM,Ferrari,16.0,101.939,107.49284375,7.0,5163.28,Ferrari_2,13,Spa-Francorchamps,24.09013452914799,True,0.0,11.846153846153848,7.038461538461538,0
HUL,KickSauber,14.0,101.707,107.554068965,12.0,5196.228999999999,KickSauber_1,13,Spa-Francorchamps,24.09013452914799,True,-10.666666666666666,14.961538461538462,11.846153846153848,0
LAW,RacingBulls,9.0,101.297,107.562451612,8.0,5174.634,RacingBulls_1,13,Spa-Francorchamps,24.09013452914799,True,0.0,11.576923076923077,10.458333333333332,0
LEC,Ferrari,3.0,100.9,106.860612903,3.0,5142.786,Ferrari_1,13,Spa-Francorchamps,24.09013452914799,True,2.0,4.230769230769231,4.576923076923077,0
NOR,McLaren,1.0,100.562,106.4141,2.0,5126.016,McLaren_1,13,Spa-Francorchamps,24.09013452914799,True,3.0,2.1538461538461537,2.5769230769230766,0
OCO,Haas,11.0,101.525,107.925966666,15.0,5208.664,Haas_1,13,Spa-Francorchamps,24.09013452914799,True,-5.0,12.846153846153848,13.653846153846152,0
PIA,McLaren,2.0,100.626,106.741870967,1.0,5122.601,McLaren_2,13,Spa-Francorchamps,24.09013452914799,True,0.0,2.0769230769230766,1.7307692307692308,0
RUS,Mercedes,6.0,101.254,107.289193548,5.0,5157.464,Mercedes_2,13,Spa-Francorchamps,24.09013452914799,True,2.0,5.230769230769231,4.961538461538462,0
SAI,Williams,15.0,101.691,107.696793103,18.0,5214.625,Williams_2,13,Spa-Francorchamps,24.09013452914799,True,-3.0,13.423076923076923,15.0,0
STR,AstonMartin,20.0,102.502,108.060419354,14.0,5202.432,AstonMartin_2,13,Spa-Francorchamps,24.09013452914799,True,-4.666666666666667,18.23076923076923,13.916666666666668,0
TSU,RedBullRacing,7.0,101.245,108.016233333,13.0,5197.996,RedBullRacing_2,13,Spa-Francorchamps,24.09013452914799,True,0.6666666666666666,9.538461538461538,12.958333333333332,0
VER,RedBullRacing,4.0,100.903,106.882387096,4.0,5144.331999999999,RedBullRacing_1,13,Spa-Francorchamps,24.09013452914799,True,2.0,3.5769230769230766,3.875,0
ALB,Williams,20.0,76.223,82.654859375,15.0,5759.342,Williams_1,14,Budapest,32.72993630573249,False,0.0,15.25,12.714285714285715,0
ALO,AstonMartin,5.0,75.281,82.128253731,5.0,5780.271,AstonMartin_1,14,Budapest,32.72993630573249,False,-2.0,7.964285714285714,8.384615384615385,0
ANT,Mercedes,15.0,75.782,82.459292307,10.0,5728.88,Mercedes_1,14,Budapest,32.72993630573249,False,-2.0,12.107142857142858,10.125,0
BEA,Haas,11.0,75.694,83.41665909,20.0,,Haas_2,14,Budapest,32.72993630573249,False,-0.6666666666666666,13.107142857142858,16.57142857142857,1
BOR,KickSauber,7.0,75.586,82.257149253,6.0,5787.4,KickSauber_2,14,Budapest,32.72993630573249,False,-0.5,10.714285714285715,10.076923076923077,0
COL,Alpine,14.0,75.875,82.522253968,18.0,5768.601,Alpine_2,14,Budapest,32.72993630573249,False,1.5,15.1875,16.785714285714285,0
GAS,Alpine,17.0,75.966,83.056923076,19.0,5777.575,Alpine_1,14,Budapest,32.72993630573249,False,-1.3333333333333333,14.714285714285715,15.961538461538462,0
HAD,RacingBulls,10.0,75.469,82.555215384,11.0,5729.731,RacingBulls_2,14,Budapest,32.72993630573249,False,5.5,9.964285714285715,11.083333333333332,0
HAM,Ferrari,12.0,75.702,82.508830769,12.0,5731.092,Ferrari_2,14,Budapest,32.72993630573249,False,-3.333333333333333,10.0,9.714285714285715,0
HUL,KickSauber,19.0,76.081,82.406828125,13.0,5752.499,KickSauber_1,14,Budapest,32.72993630573249,False,-9.666666666666666,17.57142857142857,12.392857142857142,0
LAW,RacingBulls,9.0,75.63,82.23190909,8.0,5790.682,RacingBulls_1,14,Budapest,32.72993630573249,False,-0.5,11.392857142857142,10.26923076923077,0
LEC,Ferrari,1.0,75.372,81.706402985,4.0,5763.791,Ferrari_1,14,Budapest,32.72993630573249,False,3.0,3.071428571428572,5.0,0
NOR,McLaren,3.0,74.89,81.277388059,1.0,5721.231,McLaren_1,14,Budapest,32.72993630573249,False,-0.3333333333333333,3.142857142857143,2.0,0
OCO,Haas,18.0,76.023,82.999953125,16.0,5766.489,Haas_1,14,Budapest,32.72993630573249,False,-1.6666666666666667,16.464285714285715,14.285714285714285,0
PIA,McLaren,2.0,74.941,81.150701492,2.0,5721.929,McLaren_2,14,Budapest,32.72993630573249,False,-0.6666666666666666,2.071428571428571,2.2142857142857144,0
RUS,Mercedes,4.0,75.201,81.437820895,3.0,5743.147,Mercedes_2,14,Budapest,32.72993630573249,False,1.6666666666666667,4.214285714285714,3.892857142857143,0
SAI,Williams,13.0,75.652,82.624841269,14.0,5754.557,Williams_2,14,Budapest,32.72993630573249,False,2.0,12.464285714285715,13.083333333333332,0
STR,AstonMartin,6.0,75.129,82.222696969,7.0,5789.405,AstonMartin_2,14,Budapest,32.72993630573249,False,-6.333333333333333,10.857142857142858,10.153846153846152,0
TSU,RedBullRacing,16.0,75.899,82.64182258,17.0,5768.174,RedBullRacing_2,14,Budapest,32.72993630573249,False,2.333333333333333,14.178571428571429,15.115384615384617,0
VER,RedBullRacing,8.0,75.547,82.099742424,9.0,5793.876,RedBullRacing_1,14,Budapest,32.72993630573249,False,2.0,5.75,6.576923076923077,0
ALB,Williams,15.0,69.652,75.758285714,5.0,5916.176,Williams_1,15,Zandvoort,27.96352201257861,False,-3.333333333333333,12.9,7.533333333333333,0
ALO,AstonMartin,10.0,69.366,76.048,8.0,5921.558,AstonMartin_1,15,Zandvoort,27.96352201257861,False,-0.6666666666666666,10.433333333333334,9.75,0
ANT,Mercedes,11.0,69.493,75.59526415,16.0,5931.878000000001,Mercedes_1,15,Zandvoort,27.96352201257861,False,-3.5,10.166666666666668,13.346153846153848,0
BEA,Haas,19.0,70.262,76.231595744,6.0,5918.893,Haas_2,15,Zandvoort,27.96352201257861,False,3.6666666666666665,17.233333333333334,9.333333333333332,0
BOR,KickSauber,13.0,69.622,76.417105263,15.0,5931.414,KickSauber_2,15,Zandvoort,27.96352201257861,False,-1.0,13.666666666666668,14.607142857142858,0
COL,Alpine,16.0,70.104,76.294125,11.0,5924.360000000001,Alpine_2,15,Zandvoort,27.96352201257861,False,3.0,16.166666666666664,13.0,0
GAS,Alpine,14.0,69.637,76.514130434,17.0,5933.478,Alpine_1,15,Zandvoort,27.96352201257861,False,-1.6666666666666667,13.266666666666666,15.107142857142858,0
HAD,RacingBulls,4.0,69.208,75.201928571,3.0,5913.082,RacingBulls_2,15,Zandvoort,27.96352201257861,False,6.5,6.766666666666667,6.769230769230769,0
HAM,Ferrari,7.0,69.261,76.306714285,20.0,,Ferrari_2,15,Zandvoort,27.96352201257861,False,-3.333333333333333,7.466666666666667,14.133333333333333,1
HUL,KickSauber,17.0,70.195,76.362933333,14.0,5929.5740000000005,KickSauber_1,15,Zandvoort,27.96352201257861,False,-8.0,16.6,12.966666666666669,0
LAW,RacingBulls,8.0,69.383,75.884351851,12.0,5926.912,RacingBulls_1,15,Zandvoort,27.96352201257861,False,-1.0,10.7,12.25,0
LEC,Ferrari,6.0,69.304,75.645255813,19.0,,Ferrari_1,15,Zandvoort,27.96352201257861,False,3.6666666666666665,5.6,12.933333333333334,1
NOR,McLaren,2.0,68.674,74.665288461,18.0,,McLaren_1,15,Zandvoort,27.96352201257861,False,-1.0,2.6,11.0,1
OCO,Haas,18.0,70.197,76.375355555,10.0,5923.912,Haas_1,15,Zandvoort,27.96352201257861,False,0.0,16.566666666666666,11.2,0
PIA,McLaren,1.0,68.662,74.481660714,1.0,5909.849,McLaren_2,15,Zandvoort,27.96352201257861,False,-0.3333333333333333,1.5333333333333334,1.6666666666666667,0
RUS,Mercedes,5.0,69.255,75.525454545,4.0,5915.503000000001,Mercedes_2,15,Zandvoort,27.96352201257861,False,1.3333333333333333,4.733333333333333,4.366666666666667,0
SAI,Williams,9.0,69.472,75.871150943,13.0,5927.225,Williams_2,15,Zandvoort,27.96352201257861,False,1.6666666666666667,10.366666666666667,12.615384615384617,0
STR,AstonMartin,20.0,,76.027081632,7.0,5919.3460000000005,AstonMartin_2,15,Zandvoort,27.96352201257861,False,-5.333333333333333,18.0,9.928571428571429,0
TSU,RedBullRacing,12.0,69.622,76.3295,9.0,5923.446,RedBullRacing_2,15,Zandvoort,27.96352201257861,False,3.333333333333333,12.166666666666668,10.964285714285715,0
VER,RedBullRacing,3.0,68.925,75.104875,2.0,5911.12,RedBullRacing_1,15,Zandvoort,27.96352201257861,False,1.6666666666666667,3.2333333333333334,3.0,0
ALB,Williams,14.0,79.583,83.514588235,7.0,4454.862,Williams_1,16,Monza,43.28819444444444,False,-4.666666666666667,12.5,8.4375,0
ALO,AstonMartin,9.0,79.362,84.5391,19.0,,AstonMartin_1,16,Monza,43.28819444444444,False,-1.3333333333333333,9.875,15.5,1
ANT,Mercedes,7.0,79.2,83.51412,9.0,4464.087,Mercedes_1,16,Monza,43.28819444444444,False,-0.6666666666666666,8.09375,9.785714285714285,0
BEA,Haas,11.0,79.446,83.550673469,12.0,4483.612999999999,Haas_2,16,Monza,43.28819444444444,False,-1.6666666666666667,13.09375,12.3125,0
BOR,KickSauber,8.0,79.323,83.54388,8.0,4462.809,KickSauber_2,16,Monza,43.28819444444444,False,0.0,10.96875,10.9,0
COL,Alpine,18.0,79.992,84.112041666,17.0,4411.773,Alpine_2,16,Monza,43.28819444444444,False,0.3333333333333333,17.25,16.11111111111111,0
GAS,Alpine,19.0,80.103,84.154653061,16.0,4410.162,Alpine_1,16,Monza,43.28819444444444,False,0.6666666666666666,15.96875,14.7,0
HAD,RacingBulls,16.0,79.917,83.576979591,10.0,4468.215999999999,RacingBulls_2,16,Monza,43.28819444444444,False,4.0,12.96875,10.25,0
HAM,Ferrari,5.0,79.124,83.22656,6.0,4441.773999999999,Ferrari_2,16,Monza,43.28819444444444,False,1.3333333333333333,6.375,7.0625,0
HUL,KickSauber,12.0,79.498,,,,KickSauber_1,16,Monza,43.28819444444444,False,-3.6666666666666665,13.96875,13.96875,0
LAW,RacingBulls,20.0,80.279,83.912285714,14.0,4486.676,RacingBulls_1,16,Monza,43.28819444444444,False,0.6666666666666666,16.90625,13.3,0
LEC,Ferrari,4.0,79.007,83.03354,4.0,4429.949,Ferrari_1,16,Monza,43.28819444444444,False,5.333333333333333,4.5625,5.34375,0
NOR,McLaren,2.0,78.869,82.87658,2.0,4423.532,McLaren_1,16,Monza,43.28819444444444,False,5.0,2.5625,2.9375,0
OCO,Haas,15.0,79.707,83.976816326,15.0,4406.46,Haas_1,16,Monza,43.28819444444444,False,-2.0,15.0625,13.78125,0
PIA,McLaren,3.0,78.982,82.99346,3.0,4425.676,McLaren_2,16,Monza,43.28819444444444,False,-0.3333333333333333,2.5625,2.6875,0
RUS,Mercedes,6.0,79.157,83.12316,5.0,4437.206,Mercedes_2,16,Monza,43.28819444444444,False,-1.0,5.28125,4.875,0
SAI,Williams,13.0,79.528,83.571632653,11.0,4468.794,Williams_2,16,Monza,43.28819444444444,False,2.6666666666666665,12.40625,11.571428571428571,0
STR,AstonMartin,17.0,79.948,83.971612244,18.0,4413.626,AstonMartin_2,16,Monza,43.28819444444444,False,-6.0,16.53125,15.6,0
TSU,RedBullRacing,10.0,79.433,83.99356,13.0,4485.026,RedBullRacing_2,16,Monza,43.28819444444444,False,1.3333333333333333,11.09375,12.966666666666669,0
VER,RedBullRacing,1.0,78.792,82.5477,1.0,4404.325,RedBullRacing_1,16,Monza,43.28819444444444,False,0.0,2.15625,2.4,0
ALB,Williams,19.0,103.778,106.184068181,13.0,5679.278,Williams_1,17,Baku,26.107051282051284,False,-7.333333333333333,15.235294117647058,11.529411764705882,0
ALO,AstonMartin,11.0,101.857,106.491045454,15.0,5685.115000000001,AstonMartin_1,17,Baku,26.107051282051284,False,2.6666666666666665,10.882352941176473,13.59375,0
ANT,Mercedes,4.0,101.464,105.635282608,4.0,5628.168000000001,Mercedes_1,17,Baku,26.107051282051284,False,0.6666666666666666,6.441176470588236,7.066666666666666,0
BEA,Haas,15.0,102.666,106.409755555,12.0,5674.67,Haas_2,17,Baku,26.107051282051284,False,-1.0,15.088235294117649,12.294117647058822,0
BOR,KickSauber,13.0,102.277,106.449244444,11.0,5674.014,KickSauber_2,17,Baku,26.107051282051284,False,0.3333333333333333,13.441176470588236,12.3125,0
COL,Alpine,16.0,102.779,107.078395348,19.0,5612.733,Alpine_2,17,Baku,26.107051282051284,False,-0.6666666666666666,16.227272727272727,17.3,0
GAS,Alpine,18.0,103.139,107.264255813,18.0,5610.273,Alpine_1,17,Baku,26.107051282051284,False,0.6666666666666666,15.617647058823527,15.84375,0
HAD,RacingBulls,8.0,101.647,105.868377777,10.0,5645.39,RacingBulls_2,17,Baku,26.107051282051284,False,-2.0,8.911764705882353,10.233333333333334,0
HAM,Ferrari,12.0,101.821,105.834911111,8.0,5642.718000000001,Ferrari_2,17,Baku,26.107051282051284,False,4.666666666666667,10.0,8.058823529411764,0
HUL,KickSauber,17.0,102.916,106.626386363,16.0,5686.645,KickSauber_1,17,Baku,26.107051282051284,False,-4.5,16.5,14.09375,0
LAW,RacingBulls,3.0,101.537,105.894369565,5.0,5639.698,RacingBulls_1,17,Baku,26.107051282051284,False,-1.0,8.088235294117647,8.5625,0
LEC,Ferrari,10.0,101.458,105.827977777,9.0,5643.182000000001,Ferrari_1,17,Baku,26.107051282051284,False,5.333333333333333,7.705882352941177,7.911764705882353,0
NOR,McLaren,7.0,101.322,105.768377777,7.0,5640.635,McLaren_1,17,Baku,26.107051282051284,False,4.666666666666667,5.176470588235294,5.529411764705882,0
OCO,Haas,20.0,,106.955108695,14.0,5683.988,Haas_1,17,Baku,26.107051282051284,False,-3.333333333333333,17.705882352941178,13.323529411764708,0
PIA,McLaren,9.0,101.414,,,,McLaren_2,17,Baku,26.107051282051284,False,0.0,5.764705882352941,5.764705882352941,1
RUS,Mercedes,5.0,101.455,105.424311111,2.0,5621.017000000001,Mercedes_2,17,Baku,26.107051282051284,False,-1.0,4.794117647058823,3.294117647058824,0
SAI,Williams,2.0,101.595,105.605347826,3.0,5625.607,Williams_2,17,Baku,26.107051282051284,False,1.0,6.617647058823529,7.266666666666667,0
STR,AstonMartin,14.0,102.101,106.935045454,17.0,5702.8,AstonMartin_2,17,Baku,26.107051282051284,False,-3.6666666666666665,14.970588235294118,15.21875,0
TSU,RedBullRacing,6.0,101.788,105.898,6.0,5640.216,RedBullRacing_2,17,Baku,26.107051282051284,False,0.3333333333333333,8.911764705882353,9.25,0
VER,RedBullRacing,1.0,101.117,105.230760869,1.0,5606.408,RedBullRacing_1,17,Baku,26.107051282051284,False,0.0,2.0882352941176467,2.3125,0
ALB,Williams,12.0,90.202,98.220272727,14.0,6047.687,Williams_1,18,Marina Bay,33.85217391304348,True,-7.666666666666667,11.75,12.13888888888889,0
ALO,AstonMartin,10.0,89.955,97.583561403,7.0,6103.034000000001,AstonMartin_1,18,Marina Bay,33.85217391304348,True,4.0,10.36111111111111,9.441176470588236,0
ANT,Mercedes,4.0,89.537,97.06787931,5.0,6056.048,Mercedes_1,18,Marina Bay,33.85217391304348,True,2.333333333333333,6.305555555555555,7.40625,0
BEA,Haas,9.0,89.868,97.94975,9.0,6115.894,Haas_2,18,Marina Bay,33.85217391304348,True,-5.0,11.916666666666668,10.694444444444445,0
BOR,KickSauber,14.0,90.82,98.580945454,17.0,6069.12,KickSauber_2,18,Marina Bay,33.85217391304348,True,0.0,13.944444444444445,15.411764705882351,0
COL,Alpine,16.0,90.982,98.54625,16.0,6065.2570000000005,Alpine_2,18,Marina Bay,33.85217391304348,True,-1.0,16.208333333333336,15.818181818181818,0
GAS,Alpine,18.0,91.261,98.264207547,19.0,6069.828,Alpine_1,18,Marina Bay,33.85217391304348,True,0.0,15.75,16.5,0
HAD,RacingBulls,8.0,89.846,98.238296296,11.0,6039.702,RacingBulls_2,18,Marina Bay,33.85217391304348,True,-1.6666666666666667,8.86111111111111,10.75,0
HAM,Ferrari,6.0,89.688,96.703339622,8.0,6107.618,Ferrari_2,18,Marina Bay,33.85217391304348,True,3.333333333333333,6.944444444444445,8.055555555555555,0
HUL,KickSauber,11.0,90.141,98.038759259,20.0,6071.407,KickSauber_1,18,Marina Bay,33.85217391304348,True,-2.0,13.36111111111111,16.323529411764707,0
LAW,RacingBulls,12.0,90.32,98.3872,15.0,6049.512000000001,RacingBulls_1,18,Marina Bay,33.85217391304348,True,0.0,12.555555555555555,13.647058823529411,0
LEC,Ferrari,7.0,89.784,97.207614035,6.0,6068.363,Ferrari_1,18,Marina Bay,33.85217391304348,True,4.0,6.25,6.388888888888889,0
NOR,McLaren,5.0,89.586,96.749423728,3.0,6028.433,McLaren_1,18,Marina Bay,33.85217391304348,True,5.333333333333333,4.222222222222222,3.5,0
OCO,Haas,17.0,90.989,98.596326923,18.0,6069.5,Haas_1,18,Marina Bay,33.85217391304348,True,-4.666666666666667,16.25,15.47222222222222,0
